Car_Model,Manufacture_Year,Fuel_Type,Service_Type,Total_KM,KM_Since_Last_Service,Days_Since_Last_Service,Engine_Oil_Change,Air_Filter_Replacement,Spark_Plugs_Replacement,Brake_Pads_Replacement,Brake_Fluid_Change,Wheel_Alignment,Tire_Rotation,AC_Service,AC_Filter_Replacement,Workload_Cars_Pending,Base_Service_Hours,Workload_Delay_Hours,Final_Service_Time_Hours,Predicted_Time
XC40,2020,Petrol,General,22105,4390,353,0,0,0,0,1,1,0,1,0,1,6,0.8,6.8,4.8
XC40,2021,Petrol,Major,25126,3658,190,1,1,0,0,1,1,0,0,0,8,17,6.7,23.7,7.4
S60,2015,Diesel,AC,161371,18063,363,1,1,0,1,1,0,1,1,1,23,2,10.9,12.9,8.6
XC40,2022,Diesel,General,43524,7316,73,0,0,0,1,0,1,0,0,0,16,6,9.1,15.1,4.3
XC90,2019,Diesel,Major,39262,3292,261,1,1,0,0,1,1,0,0,0,5,17,2.7,19.7,7.7
XC60,2019,Petrol,General,87856,10000,354,0,0,1,1,1,1,1,1,1,7,6,4.4,10.4,7.6
XC60,2020,Diesel,Brake,77850,8452,115,0,0,0,1,1,1,1,0,0,3,4,2.6,6.6,7.2
XC60,2019,Petrol,General,10391,1251,115,0,0,0,0,0,0,0,0,0,24,6,19.9,25.9,1.9
V90,2020,Petrol,Major,17513,2967,123,1,1,0,0,1,1,0,0,0,21,17,16.7,33.7,6.9
V90,2015,Petrol,General,143309,18312,353,1,1,1,1,1,1,1,1,1,2,6,0.8,6.8,9.0
XC90,2015,Petrol,Major,160737,27512,227,1,1,1,1,1,0,1,0,0,2,17,1.0,18.0,9.0
XC40,2015,Diesel,Brake,139111,19574,272,1,1,0,1,1,1,1,0,0,20,4,10.7,14.7,8.7
V90,2023,Diesel,Brake,33716,3637,124,0,0,0,1,1,0,0,0,0,23,4,13.0,17.0,5.2
XC40,2019,Diesel,Brake,87490,15170,143,1,1,0,1,1,1,1,0,0,10,4,4.9,8.9,8.0
XC40,2015,Petrol,Major,166625,15556,257,1,1,1,1,1,1,1,0,0,20,17,12.9,29.9,9.0
V90,2015,Petrol,Brake,149431,13660,208,1,0,1,1,1,1,1,0,0,9,4,4.0,8.0,9.0
V90,2022,Diesel,Major,36644,4786,109,1,1,0,0,1,0,0,0,0,18,17,15.3,32.3,6.2
XC90,2019,Petrol,AC,12047,1162,170,0,0,0,0,0,1,0,1,0,6,2,5.2,7.2,4.6
S60,2020,Diesel,Major,58638,3592,334,1,1,0,1,1,1,0,1,1,20,17,14.9,31.9,9.0
XC60,2015,Diesel,Major,146206,22042,151,1,1,0,1,1,0,1,0,0,6,17,2.7,19.7,9.0
V90,2019,Diesel,General,23636,3109,135,0,0,0,0,0,1,0,0,0,10,6,9.3,15.3,3.0
V90,2015,Petrol,Major,120545,14751,176,1,1,1,1,1,1,1,0,0,9,17,8.8,25.8,9.0
XC40,2022,Diesel,General,112393,21958,115,1,1,0,1,0,0,1,0,0,9,6,4.7,10.7,4.9
S60,2020,Petrol,Brake,20055,2807,142,0,0,0,1,1,0,0,0,0,3,4,2.5,6.5,4.3
V90,2021,Petrol,Major,54620,9879,80,1,1,1,1,1,1,1,0,0,12,17,10.9,27.9,9.0
S60,2023,Diesel,AC,20667,1643,68,0,0,0,0,0,1,0,1,0,11,2,8.0,10.0,3.7
XC60,2020,Petrol,General,116276,16242,105,1,1,1,1,0,0,1,0,0,14,6,8.3,14.3,5.8
XC40,2023,Diesel,General,67906,12326,129,1,0,0,1,0,0,1,0,0,19,6,13.1,19.1,4.9
XC90,2015,Petrol,Brake,176074,24938,230,1,1,1,1,1,1,1,0,0,10,4,7.1,11.1,9.0
XC60,2015,Petrol,General,149613,24016,197,1,1,1,1,0,0,1,0,0,19,6,12.2,18.2,6.0
S60,2022,Diesel,General,59734,6695,115,0,0,0,1,0,0,0,0,0,5,6,4.8,10.8,2.9
S60,2021,Petrol,Brake,21015,1532,90,0,0,0,1,1,1,0,0,0,22,4,18.6,22.6,5.9
XC60,2022,Petrol,Major,17098,2121,96,1,1,0,0,1,0,0,0,0,9,17,4.9,21.9,6.5
S60,2019,Petrol,General,22219,2560,241,0,0,0,0,0,0,0,0,0,1,6,0.8,6.8,1.5
XC90,2021,Petrol,Brake,59756,10839,173,1,0,1,1,1,1,1,0,0,15,4,12.2,16.2,8.2
XC90,2020,Diesel,General,17629,1659,240,0,0,0,0,0,0,0,0,0,24,6,11.6,17.6,2.2
S60,2022,Petrol,Brake,38077,7438,181,0,0,0,1,1,1,0,0,0,4,4,2.5,6.5,6.1
S60,2021,Diesel,General,17392,3376,128,0,0,0,0,0,0,0,0,0,7,6,6.6,12.6,2.1
XC90,2019,Diesel,Major,47192,4467,230,1,1,0,1,1,0,0,0,0,6,17,4.4,21.4,7.7
S60,2023,Petrol,General,111860,12162,91,1,0,1,1,0,0,1,0,0,15,6,8.0,14.0,4.8
V90,2023,Diesel,Major,45945,8517,123,1,1,0,1,1,1,1,0,0,6,17,2.8,19.8,9.0
XC40,2019,Petrol,General,13005,2540,282,0,0,0,0,1,1,0,0,0,7,6,5.0,11.0,3.6
V90,2019,Petrol,Brake,52184,6370,207,0,0,1,1,1,0,0,0,0,20,4,14.6,18.6,6.1
S60,2015,Petrol,General,144386,15151,94,1,1,1,1,0,1,1,0,0,22,6,13.2,19.2,6.7
S60,2021,Petrol,General,62198,8312,60,0,0,1,1,0,0,1,0,0,3,6,2.3,8.3,4.3
XC40,2023,Diesel,Major,17158,2681,124,1,1,0,0,1,0,0,0,0,21,17,9.3,26.3,6.4
S60,2015,Petrol,General,162665,15987,241,1,1,1,1,0,1,1,0,0,13,6,6.3,12.3,7.1
XC40,2022,Petrol,General,45826,7474,97,0,0,1,1,0,0,0,0,0,2,6,1.5,7.5,4.1
XC90,2015,Diesel,General,154223,10368,213,1,0,0,1,0,1,1,0,0,3,6,1.3,7.3,6.5
XC40,2022,Diesel,General,45731,3059,118,0,0,0,1,0,0,0,0,0,13,6,12.1,18.1,3.2
XC40,2022,Petrol,General,44376,5062,160,0,0,0,1,0,0,0,0,0,9,6,4.4,10.4,3.2
V90,2019,Diesel,General,86289,9447,200,0,0,0,1,0,1,1,0,0,22,6,17.7,23.7,5.5
S60,2015,Petrol,General,123852,12903,205,1,0,1,1,0,1,1,0,0,19,6,12.1,18.1,6.4
XC90,2021,Diesel,Major,22849,2941,116,1,1,0,0,1,0,0,0,0,18,17,11.5,28.5,6.3
XC60,2022,Petrol,Major,15892,1667,107,1,1,0,0,1,1,0,0,0,5,17,4.3,21.3,7.2
XC40,2023,Diesel,General,71653,6227,131,0,0,0,1,0,0,0,0,0,10,6,7.0,13.0,3.4
XC60,2021,Petrol,AC,18666,1928,115,0,0,0,0,0,0,0,1,0,14,2,11.7,13.7,3.1
S60,2022,Petrol,Brake,39816,7823,124,0,0,0,1,1,0,0,0,0,21,4,14.8,18.8,5.0
XC40,2021,Petrol,General,86589,10179,71,1,0,1,1,0,1,1,0,0,17,6,12.8,18.8,5.9
XC60,2023,Petrol,General,41732,5102,128,0,0,0,1,0,0,0,0,0,3,6,2.6,8.6,2.9
V90,2020,Diesel,AC,100809,14185,188,1,0,0,1,0,1,1,1,1,7,2,5.4,7.4,7.3
XC60,2023,Petrol,General,22243,4396,148,0,0,0,0,0,0,0,0,0,9,6,6.9,12.9,2.3
V90,2019,Diesel,General,31130,2920,240,0,0,0,0,0,0,0,0,0,5,6,4.4,10.4,2.5
XC90,2021,Diesel,General,17280,2684,60,0,0,0,0,0,0,0,0,0,4,6,3.9,9.9,2.2
S60,2020,Diesel,Brake,49124,7871,241,0,0,0,1,1,0,0,0,0,3,4,1.9,5.9,5.1
XC60,2015,Petrol,General,165423,23990,154,1,1,1,1,0,1,1,0,0,13,6,9.7,15.7,6.5
XC40,2021,Diesel,Brake,25408,1839,119,0,0,0,1,1,0,0,0,0,9,4,4.1,8.1,5.0
S60,2015,Diesel,Major,129350,20018,210,1,1,0,1,1,1,1,0,0,23,17,14.2,31.2,9.0
XC60,2019,Diesel,Major,43803,3021,198,1,1,0,0,1,0,0,0,0,7,17,4.5,21.5,6.8
XC40,2021,Petrol,Brake,20504,2941,169,0,0,0,1,1,0,0,0,0,8,4,7.2,11.2,5.1
XC40,2023,Petrol,General,13354,2183,120,0,0,0,0,0,0,0,0,0,10,6,7.1,13.1,1.7
XC40,2023,Petrol,Major,115029,10299,76,1,1,1,1,1,1,1,0,0,1,17,0.8,17.8,9.0
XC40,2015,Petrol,General,157425,27994,192,1,1,1,1,0,1,1,0,0,20,6,8.2,14.2,7.0
XC60,2019,Petrol,General,38070,2445,201,0,0,0,0,0,0,0,0,0,21,6,14.3,20.3,2.3
XC90,2019,Petrol,General,90561,16131,151,1,1,1,1,0,1,1,0,0,21,6,19.8,25.8,6.9
V90,2015,Petrol,General,172855,21511,225,1,1,1,1,0,1,1,0,0,1,6,0.5,6.5,7.2
V90,2020,Petrol,General,56258,5089,144,0,0,1,1,0,0,0,0,0,19,6,8.0,14.0,3.8
V90,2022,Petrol,General,99214,7811,109,0,0,1,1,0,1,0,0,0,2,6,1.3,7.3,5.0
XC90,2015,Diesel,General,126358,24445,347,1,1,0,1,1,0,1,1,1,12,6,9.9,15.9,8.4
XC40,2023,Petrol,Major,78639,5518,105,1,1,1,1,1,0,0,0,0,23,17,15.5,32.5,8.0
XC40,2015,Diesel,General,137258,12061,311,1,0,0,1,1,0,1,1,1,13,6,8.8,14.8,7.3
S60,2020,Petrol,Major,80022,8698,256,1,1,1,1,1,0,1,0,0,14,17,11.2,28.2,8.9
V90,2020,Petrol,General,36389,5343,249,0,0,0,0,0,0,0,0,0,5,6,2.8,8.8,2.2
V90,2019,Petrol,General,41699,5682,255,0,0,0,1,0,1,0,0,0,3,6,2.6,8.6,4.6
XC40,2022,Diesel,General,71561,5552,184,0,0,0,1,0,0,0,0,0,24,6,11.8,17.8,3.6
V90,2022,Petrol,General,71745,7214,177,0,0,1,1,0,1,0,0,0,17,6,10.8,16.8,5.0
XC40,2015,Diesel,Major,178249,16652,227,1,1,0,1,1,1,1,0,0,1,17,0.8,17.8,9.0
XC40,2019,Petrol,General,97641,8777,337,0,0,1,1,1,0,1,1,1,14,6,12.6,18.6,7.0
XC40,2022,Petrol,AC,72201,8487,124,0,0,1,1,0,1,1,1,1,6,2,5.2,7.2,6.9
XC60,2019,Diesel,AC,16668,2642,298,0,0,0,0,1,1,0,1,0,17,2,14.2,16.2,5.2
XC60,2019,Petrol,General,48253,4364,106,0,0,1,1,0,1,0,0,0,4,6,2.5,8.5,4.7
XC60,2023,Diesel,Brake,47384,5275,185,0,0,0,1,1,0,0,0,0,6,4,2.8,6.8,6.0
XC60,2019,Petrol,General,12327,1414,222,0,0,0,0,0,0,0,0,0,1,6,0.5,6.5,1.8
XC90,2020,Petrol,Major,75251,14802,277,1,1,1,1,1,0,1,0,0,9,17,8.3,25.3,9.0
S60,2020,Diesel,Major,83279,16127,227,1,1,0,1,1,1,1,0,0,4,17,3.7,20.7,9.0
S60,2021,Diesel,General,58810,10116,153,1,0,0,1,0,0,1,0,0,9,6,8.7,14.7,4.7
XC40,2023,Petrol,General,84951,7971,110,0,0,1,1,0,1,0,0,0,9,6,4.0,10.0,5.2
V90,2021,Diesel,General,14218,988,86,0,0,0,0,0,1,0,0,0,22,6,15.9,21.9,3.3
XC60,2020,Petrol,General,21917,2287,243,0,0,0,0,0,1,0,0,0,13,6,10.3,16.3,3.1
S60,2021,Diesel,Major,16295,1586,120,1,1,0,0,1,0,0,0,0,23,17,19.0,36.0,6.4
S60,2023,Diesel,General,48016,6281,90,0,0,0,1,0,1,0,0,0,17,6,13.4,19.4,4.3
XC60,2023,Petrol,General,31613,5338,71,0,0,0,0,0,0,0,0,0,21,6,18.1,24.1,2.3
XC90,2019,Petrol,General,35485,6393,149,0,0,0,0,0,0,0,0,0,3,6,1.8,7.8,1.8
XC90,2022,Petrol,Brake,11930,2126,91,0,0,0,1,1,0,0,0,0,6,4,3.0,7.0,5.3
S60,2019,Petrol,General,28162,3107,339,0,0,0,0,1,0,0,1,0,20,6,10.5,16.5,3.8
XC90,2023,Petrol,Brake,39129,6112,105,0,0,0,1,1,1,0,0,0,15,4,6.1,10.1,6.1
XC60,2015,Petrol,Major,148397,15403,110,1,1,1,1,1,0,1,0,0,14,17,8.5,25.5,9.0
S60,2020,Diesel,Major,14413,987,241,1,1,0,0,1,0,0,0,0,13,17,5.9,22.9,5.8
XC60,2019,Petrol,Major,56298,8907,191,1,1,1,1,1,1,1,0,0,9,17,5.3,22.3,9.0
XC90,2015,Petrol,General,173811,10667,184,1,0,1,1,0,0,1,0,0,23,6,17.9,23.9,5.6
XC60,2020,Petrol,General,79129,9280,318,0,0,1,1,1,0,1,1,1,15,6,14.1,20.1,7.4
XC90,2023,Diesel,Major,40618,4310,171,1,1,0,0,1,0,0,0,0,14,17,12.7,29.7,6.7
XC90,2020,Petrol,AC,48173,7566,347,0,0,1,1,1,1,0,1,0,4,2,2.2,4.2,8.1
XC60,2023,Petrol,Major,99499,16643,113,1,1,1,1,1,0,1,0,0,11,17,5.3,22.3,9.0
XC90,2021,Petrol,General,57614,5909,178,0,0,1,1,0,0,0,0,0,22,6,11.3,17.3,4.3
XC40,2015,Petrol,General,127298,22102,131,1,1,1,1,0,1,1,0,0,2,6,2.0,8.0,6.7
XC60,2015,Petrol,AC,127642,12910,157,1,0,1,1,0,1,1,1,1,16,2,11.7,13.7,8.1
XC40,2015,Petrol,General,166019,20334,262,1,1,1,1,0,0,1,0,0,19,6,9.7,15.7,6.3
XC60,2021,Petrol,General,24632,3985,164,0,0,0,0,0,0,0,0,0,16,6,14.5,20.5,1.9
XC90,2022,Petrol,General,50354,7906,176,0,0,1,1,0,0,0,0,0,7,6,4.5,10.5,3.8
XC90,2019,Petrol,AC,25122,4979,136,0,0,0,0,0,1,0,1,0,11,2,10.3,12.3,4.1
S60,2022,Petrol,General,33216,3040,171,0,0,0,0,0,0,0,0,0,12,6,6.7,12.7,1.5
S60,2015,Petrol,General,169049,25817,306,1,1,1,1,1,1,1,0,0,4,6,2.5,8.5,8.5
XC40,2015,Diesel,Major,122768,17844,213,1,1,0,1,1,1,1,0,0,16,17,11.2,28.2,9.0
XC90,2023,Diesel,General,26090,4907,96,0,0,0,0,0,0,0,0,0,16,6,15.0,21.0,2.3
S60,2022,Petrol,Brake,40159,3288,105,0,0,0,1,1,1,0,0,0,7,4,6.4,10.4,6.0
XC90,2019,Petrol,Major,30966,5117,364,1,1,0,0,1,0,0,1,0,13,17,9.7,26.7,7.5
XC60,2019,Petrol,General,95046,13264,295,1,0,1,1,1,1,1,0,0,5,6,2.7,8.7,7.2
S60,2022,Petrol,Brake,85003,8368,191,0,0,1,1,1,1,1,0,0,1,4,0.6,4.6,7.7
XC40,2019,Petrol,AC,35708,4514,362,0,0,0,0,1,0,0,1,0,5,2,4.9,6.9,4.8
S60,2015,Petrol,General,166506,17770,277,1,1,1,1,0,0,1,0,0,22,6,16.8,22.8,5.9
XC90,2022,Diesel,General,15486,2185,180,0,0,0,0,0,0,0,0,0,14,6,12.2,18.2,2.3
V90,2015,Diesel,Brake,172153,31755,131,1,1,0,1,1,1,1,0,0,11,4,7.4,11.4,8.9
V90,2021,Petrol,General,37449,5231,140,0,0,0,1,0,1,0,0,0,2,6,1.4,7.4,4.2
XC90,2020,Petrol,AC,26801,3978,154,0,0,0,0,0,1,0,1,0,24,2,15.8,17.8,4.8
XC60,2019,Diesel,AC,57545,7631,224,0,0,0,1,0,0,0,1,1,18,2,14.8,16.8,5.1
S60,2015,Diesel,General,154006,10343,113,1,0,0,1,0,0,1,0,0,15,6,13.7,19.7,5.2
V90,2019,Diesel,AC,35781,3313,117,0,0,0,1,0,1,0,1,0,14,2,9.9,11.9,6.1
XC60,2015,Petrol,General,172590,22243,151,1,1,1,1,0,1,1,0,0,13,6,9.0,15.0,7.3
XC90,2019,Petrol,Major,26359,2726,362,1,1,0,0,1,0,0,1,0,2,17,1.2,18.2,7.8
XC60,2015,Diesel,General,160732,13734,318,1,0,0,1,1,1,1,1,1,19,6,9.6,15.6,8.9
XC90,2015,Petrol,Brake,129626,16926,109,1,1,1,1,1,1,1,0,0,8,4,7.7,11.7,9.0
S60,2015,Petrol,Major,138757,14596,92,1,1,1,1,1,1,1,0,0,22,17,13.0,30.0,9.0
XC60,2015,Petrol,Major,171822,16518,307,1,1,1,1,1,0,1,0,0,17,17,15.0,32.0,9.0
S60,2015,Diesel,AC,141994,17743,225,1,1,0,1,0,1,1,1,1,15,2,12.4,14.4,8.3
XC60,2020,Diesel,Major,16892,1328,92,1,1,0,0,1,0,0,0,0,20,17,17.5,34.5,5.7
XC90,2021,Petrol,General,17916,3401,185,0,0,0,0,0,0,0,0,0,21,6,20.2,26.2,1.8
XC90,2021,Diesel,Brake,91987,16693,116,1,1,0,1,1,1,1,0,0,14,4,10.8,14.8,8.3
XC60,2021,Petrol,Major,19268,3064,140,1,1,0,0,1,0,0,0,0,3,17,2.8,19.8,6.4
XC90,2019,Diesel,AC,104623,7833,243,0,0,0,1,0,0,0,1,1,17,2,8.5,10.5,5.7
XC40,2019,Petrol,AC,47965,8087,298,0,0,1,1,1,1,1,1,0,3,2,2.3,4.3,7.4
XC40,2020,Petrol,General,24158,4182,123,0,0,0,0,0,0,0,0,0,13,6,11.2,17.2,1.9
S60,2015,Petrol,General,172340,28864,226,1,1,1,1,0,1,1,0,0,18,6,10.1,16.1,6.7
XC40,2023,Petrol,General,49305,3744,163,0,0,1,1,0,1,0,0,0,1,6,0.8,6.8,4.2
XC40,2023,Petrol,Major,15575,2338,145,1,1,0,0,1,0,0,0,0,7,17,6.1,23.1,5.9
V90,2020,Petrol,General,56185,9933,102,0,0,1,1,0,0,1,0,0,23,6,20.7,26.7,4.1
V90,2023,Diesel,Brake,116985,16474,120,1,1,0,1,1,0,1,0,0,5,4,2.9,6.9,7.3
V90,2015,Petrol,General,162979,24527,346,1,1,1,1,1,1,1,1,1,2,6,1.6,7.6,9.0
V90,2021,Petrol,General,43132,5355,61,0,0,0,1,0,1,0,0,0,17,6,9.9,15.9,4.5
XC90,2019,Petrol,General,36907,4946,136,0,0,0,1,0,0,0,0,0,21,6,17.7,23.7,3.6
S60,2019,Petrol,General,30554,1980,349,0,0,0,0,1,1,0,1,0,10,6,6.8,12.8,5.0
S60,2015,Petrol,Major,163320,24408,317,1,1,1,1,1,0,1,1,1,4,17,3.0,20.0,9.0
XC40,2021,Diesel,General,85425,6099,70,0,0,0,1,0,1,0,0,0,9,6,5.8,11.8,4.0
S60,2021,Petrol,General,63972,7734,187,0,0,1,1,0,0,0,0,0,21,6,10.4,16.4,3.9
XC40,2019,Petrol,General,44214,4464,215,0,0,0,1,0,0,0,0,0,11,6,5.6,11.6,3.0
S60,2023,Diesel,Brake,34069,4645,187,0,0,0,1,1,0,0,0,0,12,4,5.4,9.4,5.0
XC60,2021,Petrol,Brake,84860,6676,90,0,0,1,1,1,1,0,0,0,12,4,9.3,13.3,7.2
XC60,2020,Petrol,General,46386,7274,337,0,0,1,1,1,0,0,1,0,18,6,16.4,22.4,5.5
S60,2021,Diesel,Major,59711,10228,106,1,1,0,1,1,1,1,0,0,4,17,1.7,18.7,8.6
XC90,2015,Petrol,General,140097,11609,265,1,0,1,1,0,0,1,0,0,9,6,4.0,10.0,6.1
XC40,2021,Petrol,General,27783,2072,78,0,0,0,0,0,0,0,0,0,8,6,5.4,11.4,1.9
S60,2019,Diesel,Major,43714,3513,163,1,1,0,1,1,1,0,0,0,19,17,16.0,33.0,8.5
XC40,2021,Petrol,General,106167,19407,182,1,1,1,1,0,1,1,0,0,24,6,11.9,17.9,6.5
V90,2022,Petrol,Brake,66150,8860,193,0,0,1,1,1,1,1,0,0,13,4,7.3,11.3,7.8
S60,2020,Diesel,General,71536,8971,295,0,0,0,1,1,1,1,0,0,2,6,1.1,7.1,6.0
XC90,2023,Petrol,AC,67287,5042,108,0,0,1,1,0,1,0,1,1,19,2,12.1,14.1,7.0
V90,2021,Petrol,General,19986,3016,132,0,0,0,0,0,1,0,0,0,14,6,7.5,13.5,2.7
S60,2022,Diesel,Major,87424,15869,109,1,1,0,1,1,1,1,0,0,5,17,3.1,20.1,9.0
XC60,2022,Diesel,AC,13843,2435,140,0,0,0,0,0,0,0,1,0,10,2,8.4,10.4,3.6
S60,2015,Petrol,General,173387,25600,364,1,1,1,1,1,1,1,1,1,24,6,18.4,24.4,9.0
XC60,2015,Petrol,General,134910,9516,316,0,0,1,1,1,1,1,1,1,17,6,7.6,13.6,8.3
XC60,2021,Diesel,General,15530,1176,82,0,0,0,0,0,0,0,0,0,20,6,15.7,21.7,1.9
S60,2022,Diesel,Major,112326,7514,113,1,1,0,1,1,1,0,0,0,16,17,11.0,28.0,8.9
S60,2020,Petrol,General,46329,4449,113,0,0,1,1,0,1,0,0,0,17,6,16.3,22.3,4.7
XC60,2023,Petrol,General,20235,1598,118,0,0,0,0,0,0,0,0,0,1,6,0.6,6.6,1.7
XC40,2022,Petrol,Major,62356,6011,62,1,1,1,1,1,0,0,0,0,21,17,17.5,34.5,7.3
V90,2020,Diesel,General,43570,4962,279,0,0,0,1,0,0,0,0,0,22,6,18.4,24.4,3.9
XC90,2015,Diesel,Major,161459,31002,285,1,1,0,1,1,1,1,0,0,15,17,8.0,25.0,9.0
S60,2015,Diesel,General,142197,20682,122,1,1,0,1,0,0,1,0,0,17,6,16.0,22.0,5.3
V90,2022,Diesel,General,57259,10128,114,1,0,0,1,0,1,1,0,0,11,6,7.6,13.6,5.5
V90,2022,Petrol,Major,27400,4368,104,1,1,0,0,1,1,0,0,0,22,17,17.8,34.8,7.3
XC40,2021,Petrol,Major,40652,3079,60,1,1,0,1,1,0,0,0,0,5,17,2.4,19.4,7.3
V90,2015,Diesel,General,158511,25841,357,1,1,0,1,1,1,1,1,1,4,6,2.2,8.2,9.0
S60,2022,Diesel,General,98890,9742,80,0,0,0,1,0,1,1,0,0,21,6,15.8,21.8,5.0
V90,2021,Petrol,General,65084,9728,111,0,0,1,1,0,1,1,0,0,24,6,14.2,20.2,5.4
S60,2021,Petrol,General,56455,6082,141,0,0,1,1,0,0,0,0,0,9,6,6.3,12.3,3.3
S60,2022,Diesel,General,53536,10689,126,1,0,0,1,0,1,1,0,0,16,6,10.0,16.0,5.7
XC60,2019,Petrol,General,15172,1470,348,0,0,0,0,1,0,0,1,0,12,6,9.4,15.4,4.0
XC40,2015,Petrol,Major,120112,11900,92,1,1,1,1,1,1,1,0,0,18,17,12.5,29.5,9.0
XC90,2020,Petrol,Major,13556,2579,173,1,1,0,0,1,1,0,0,0,22,17,8.9,25.9,7.1
XC60,2019,Diesel,General,17777,1127,245,0,0,0,0,0,0,0,0,0,3,6,2.4,8.4,2.6
XC90,2015,Petrol,General,170017,26783,240,1,1,1,1,0,1,1,0,0,15,6,9.8,15.8,7.1
S60,2020,Diesel,General,22048,3561,265,0,0,0,0,0,0,0,0,0,18,6,10.9,16.9,2.1
XC60,2015,Petrol,Major,123483,21867,284,1,1,1,1,1,1,1,0,0,12,17,5.5,22.5,9.0
V90,2022,Petrol,AC,104064,20440,175,1,1,1,1,0,1,1,1,1,13,2,6.9,8.9,8.6
V90,2021,Petrol,Major,12385,2434,110,1,1,0,0,1,1,0,0,0,1,17,0.5,17.5,7.6
XC90,2019,Diesel,Major,62469,4319,244,1,1,0,1,1,0,0,0,0,4,17,3.8,20.8,8.3
S60,2022,Diesel,Brake,41545,7272,138,0,0,0,1,1,0,0,0,0,8,4,5.3,9.3,5.0
XC90,2023,Diesel,General,111693,16807,76,1,1,0,1,0,1,1,0,0,19,6,8.1,14.1,6.5
XC40,2015,Diesel,General,136918,20623,102,1,1,0,1,0,1,1,0,0,21,6,10.1,16.1,6.5
V90,2020,Petrol,Major,15116,1178,124,1,1,0,0,1,1,0,0,0,21,17,9.4,26.4,7.4
XC60,2021,Petrol,General,28427,4293,82,0,0,0,0,0,0,0,0,0,5,6,3.8,9.8,2.2
XC60,2020,Petrol,Major,88831,17548,303,1,1,1,1,1,1,1,0,0,11,17,5.6,22.6,9.0
XC60,2020,Petrol,Major,96509,18110,235,1,1,1,1,1,1,1,0,0,24,17,16.8,33.8,9.0
V90,2015,Diesel,Brake,145553,17681,248,1,1,0,1,1,0,1,0,0,24,4,14.9,18.9,7.9
S60,2020,Diesel,General,23709,1555,214,0,0,0,0,0,1,0,0,0,17,6,15.0,21.0,2.8
V90,2022,Diesel,Major,107908,11947,118,1,1,0,1,1,1,1,0,0,17,17,10.1,27.1,9.0
V90,2020,Petrol,Major,28577,5020,126,1,1,0,0,1,0,0,0,0,2,17,1.3,18.3,6.4
XC60,2021,Petrol,Brake,14282,2259,190,0,0,0,1,1,0,0,0,0,24,4,20.0,24.0,5.0
V90,2021,Petrol,Brake,105028,13055,126,1,0,1,1,1,0,1,0,0,1,4,0.7,4.7,7.6
XC60,2023,Petrol,AC,46432,3144,96,0,0,1,1,0,0,0,1,0,4,2,3.5,5.5,5.0
S60,2021,Petrol,General,26102,3126,88,0,0,0,0,0,1,0,0,0,9,6,7.2,13.2,2.8
XC40,2020,Petrol,General,56395,7086,213,0,0,1,1,0,0,0,0,0,2,6,1.3,7.3,3.5
XC60,2021,Petrol,General,14061,2671,159,0,0,0,0,0,0,0,0,0,3,6,2.1,8.1,1.6
XC90,2019,Petrol,General,111184,16650,204,1,1,1,1,0,0,1,0,0,6,6,5.9,11.9,6.1
XC40,2021,Petrol,AC,41526,4303,149,0,0,0,1,0,0,0,1,0,13,2,10.4,12.4,4.9
S60,2022,Petrol,AC,25104,3352,191,0,0,0,0,0,0,0,1,0,15,2,14.1,16.1,3.3
XC40,2019,Petrol,General,67564,4678,127,0,0,1,1,0,0,0,0,0,11,6,5.6,11.6,4.1
XC60,2023,Petrol,General,18110,3552,190,0,0,0,0,0,0,0,0,0,10,6,6.9,12.9,2.3
S60,2022,Petrol,General,22192,2450,144,0,0,0,0,0,0,0,0,0,3,6,2.8,8.8,2.5
XC90,2020,Petrol,Brake,32342,4104,306,0,0,0,1,1,0,0,0,0,20,4,11.9,15.9,5.5
XC60,2020,Petrol,General,38520,4227,304,0,0,0,1,1,1,0,0,0,9,6,8.8,14.8,5.6
XC60,2020,Petrol,General,18120,2818,310,0,0,0,0,1,0,0,1,0,10,6,4.6,10.6,4.1
S60,2015,Petrol,General,143847,21967,104,1,1,1,1,0,1,1,0,0,21,6,19.8,25.8,7.1
S60,2022,Diesel,General,71122,11389,97,1,0,0,1,0,1,1,0,0,23,6,15.3,21.3,6.0
XC40,2022,Petrol,AC,47472,4630,147,0,0,1,1,0,0,0,1,0,24,2,10.7,12.7,5.0
XC90,2019,Diesel,General,21828,2274,209,0,0,0,0,0,0,0,0,0,23,6,21.3,27.3,2.2
XC40,2015,Petrol,General,131626,10205,217,1,0,1,1,0,1,1,0,0,12,6,6.6,12.6,6.6
XC40,2015,Petrol,General,178681,27118,300,1,1,1,1,1,0,1,0,0,8,6,3.3,9.3,7.2
XC60,2015,Diesel,General,136707,8964,100,0,0,0,1,0,1,1,0,0,21,6,10.1,16.1,5.6
S60,2015,Petrol,Major,154934,22260,265,1,1,1,1,1,0,1,0,0,21,17,16.7,33.7,9.0
XC60,2015,Diesel,General,138411,25157,222,1,1,0,1,0,1,1,0,0,21,6,20.7,26.7,6.6
XC90,2019,Petrol,General,24777,4576,103,0,0,0,0,0,1,0,0,0,17,6,7.9,13.9,3.0
XC40,2022,Petrol,Brake,16374,2011,182,0,0,0,1,1,0,0,0,0,22,4,14.9,18.9,5.0
XC90,2019,Diesel,General,76032,9450,161,0,0,0,1,0,0,1,0,0,5,6,2.5,8.5,4.3
